-85,-86,-68
-84,-88,-72
-84,-87,-72
-83,-85,-70
-83,-86,-72
-86,-88,-69
-85,-89,-71
-86,-86,-74
-83,-88,-71
-86,-85,-73
-82,-86,-72
-85,-87,-70
-83,-87,-70
-86,-85,-72
-85,-87,-68
-85,-88,-71
